iter	MultiClass
0	1.095723723
1	1.094070779
2	1.092190615
3	1.090868166
4	1.089282645
5	1.089196165
6	1.089075994
7	1.088059685
8	1.086847954
9	1.085328211
10	1.084950375
11	1.082935913
12	1.082349737
13	1.080978205
14	1.080204952
15	1.078584945
16	1.076966415
17	1.076865099
18	1.075756644
19	1.073965036
20	1.073244843
21	1.070539748
22	1.070107524
23	1.069226559
24	1.067345926
25	1.06539057
26	1.064943995
27	1.064109196
28	1.061914274
29	1.05989757
30	1.058421933
31	1.057535591
32	1.056841747
33	1.054781122
34	1.054289923
35	1.053458437
36	1.052249866
37	1.051034069
38	1.049306991
39	1.046837998
40	1.045395218
41	1.045337475
42	1.043924521
43	1.042582134
44	1.041243758
45	1.041143259
46	1.03914577
47	1.036919049
48	1.034356433
49	1.033547828
50	1.032406626
51	1.03133705
52	1.03075762
53	1.029780184
54	1.028707643
55	1.026187668
56	1.025059374
57	1.021896627
58	1.020067044
59	1.018351151
60	1.016614291
61	1.014414849
62	1.011917106
63	1.010759025
64	1.007131035
65	1.005269518
66	1.003661617
67	1.00116124
68	0.9990829068
69	0.9972951021
70	0.9957135857
71	0.9936873509
72	0.9920207426
73	0.9903736527
74	0.9887759027
75	0.9876884973
76	0.9864331614
77	0.9842513823
78	0.982750541
79	0.9803086337
80	0.9784644735
81	0.9766979539
82	0.9755746554
83	0.9742864499
84	0.9723603058
85	0.9717206723
86	0.9694280932
87	0.9673697295
88	0.9657887968
89	0.9647362403
90	0.9635578471
91	0.9621141044
92	0.9610083185
93	0.9586459951
94	0.9575859888
95	0.9559989205
96	0.9539432788
97	0.9514521492
98	0.9498465397
99	0.9487426028
100	0.9458476103
101	0.9430849464
102	0.9420153993
103	0.9405088183
104	0.9388054913
105	0.9374742058
106	0.9352929342
107	0.9332381207
108	0.9321171992
109	0.9306732358
110	0.9285327974
111	0.9265557451
112	0.9249030262
113	0.9228602248
114	0.9206207327
115	0.9195599148
116	0.9179207544
117	0.9163543042
118	0.9150192415
119	0.9130980031
120	0.9113250118
121	0.909836161
122	0.9089037158
123	0.9070117227
124	0.9048314806
125	0.9025164043
126	0.8997339506
127	0.8972118119
128	0.8957428815
129	0.8937863215
130	0.8919921365
131	0.8902187154
132	0.8886077565
133	0.8874099197
134	0.885758111
135	0.8832774715
136	0.882215699
137	0.8802767104
138	0.8787499896
139	0.8769471785
140	0.8747488201
141	0.8725442149
142	0.871263955
143	0.8692186715
144	0.8670301406
145	0.8650973067
146	0.8633515242
147	0.861862392
148	0.8603460335
149	0.8578597369
150	0.8572019866
151	0.8553927261
152	0.8531241046
153	0.8517275833
154	0.850904272
155	0.8497950173
156	0.8481470564
157	0.8460847901
158	0.8447306204
159	0.8428891001
160	0.841413379
161	0.840347201
162	0.8392072059
163	0.8375479717
164	0.8370537856
165	0.8357338484
166	0.8342208157
167	0.8339112752
168	0.8325699164
169	0.830945951
170	0.8295215154
171	0.8285024243
172	0.8270335517
173	0.8251740673
174	0.8243046408
175	0.8234806333
176	0.8220868962
177	0.820769496
178	0.8193017052
179	0.8174767381
180	0.8165312142
181	0.8153130303
182	0.8133496826
183	0.8121604548
184	0.8111723737
185	0.8103065808
186	0.8090267117
187	0.8078060635
188	0.806974414
189	0.8058395212
190	0.8052571935
191	0.8038066332
192	0.802482105
193	0.8016029099
194	0.7987424647
195	0.7969167213
196	0.7958384733
197	0.7942236066
198	0.7921801326
199	0.7907170331
200	0.7894361824
201	0.7875838144
202	0.7865041323
203	0.7856446977
204	0.784844266
205	0.7829978227
206	0.7818253041
207	0.7807858697
208	0.7792671707
209	0.777664524
210	0.7765628316
211	0.7761290625
212	0.7750845176
213	0.7743293936
214	0.7736190027
215	0.7729937811
216	0.7707333827
217	0.7695507479
218	0.7682593638
219	0.7673373762
220	0.766310167
221	0.7655388159
222	0.764290105
223	0.7636991466
224	0.7623150465
225	0.7609506782
226	0.7595843269
227	0.7582292408
228	0.7572601763
229	0.7562048547
230	0.7556123022
231	0.7545867012
232	0.7531010958
233	0.7518173607
234	0.7497171833
235	0.7482367431
236	0.7466967887
237	0.7456235204
238	0.7437783057
239	0.7424844336
240	0.7411366589
241	0.7405202298
242	0.7390957457
243	0.7379278755
244	0.736900005
245	0.7354806422
246	0.7345025741
247	0.7333283632
248	0.732123101
249	0.7309117384
250	0.7286828116
251	0.728030972
252	0.7270332054
253	0.726525536
254	0.7251782251
255	0.7235489324
256	0.7226516292
257	0.7213462419
258	0.7210411549
259	0.7194030255
260	0.7182272886
261	0.7171676301
262	0.7163809744
263	0.7155092293
264	0.7142056117
265	0.7124204754
266	0.7108282127
267	0.7096375528
268	0.708536172
269	0.7079931249
270	0.7070467181
271	0.7056009145
272	0.7041499749
273	0.7028993924
274	0.7019179558
275	0.7008970271
276	0.7006575841
277	0.6989727694
278	0.6979832221
279	0.6972802707
280	0.6966596253
281	0.6956026896
282	0.6946837945
283	0.6935481527
284	0.692838398
285	0.692214087
286	0.6905221901
287	0.6892169909
288	0.6878198514
289	0.686254523
290	0.6853532844
291	0.6845308574
292	0.6840706211
293	0.6828649076
294	0.6811084821
295	0.6798759627
296	0.6790892523
297	0.6783327271
298	0.677085713
299	0.6763205717
300	0.6751382612
301	0.6739162296
302	0.6735714229
303	0.6723459205
304	0.6711701546
305	0.6700909393
306	0.6686748834
307	0.6677014209
308	0.6669262314
309	0.6653454271
310	0.6643800562
311	0.6631762852
312	0.6619304396
313	0.6606170486
314	0.6595559893
315	0.6587634195
316	0.6574226023
317	0.6561912854
318	0.6552386765
319	0.6540254079
320	0.6532955548
321	0.6518212763
322	0.6508427962
323	0.6497930694
324	0.6486758496
325	0.6480227478
326	0.647609461
327	0.6461758573
328	0.6454429499
329	0.6447251281
330	0.6436749983
331	0.6425791719
332	0.6418852386
333	0.6407159491
334	0.6401735313
335	0.6393598006
336	0.6381078351
337	0.6366572793
338	0.6358569739
339	0.6350713481
340	0.6339118785
341	0.6326280218
342	0.6317412841
343	0.6309616315
344	0.6290862524
345	0.6279673971
346	0.627202299
347	0.6261389164
348	0.6250261163
349	0.6239780333
350	0.6232423697
351	0.6223417601
352	0.6213470088
353	0.6205869006
354	0.6191266354
355	0.6186264314
356	0.6174409196
357	0.6164155064
358	0.6156523676
359	0.6147328753
360	0.614478356
361	0.613461274
362	0.6126300788
363	0.6114514187
364	0.6103072921
365	0.6089880821
366	0.6083066687
367	0.6076460206
368	0.6062485201
369	0.605579432
370	0.6044446632
371	0.6034409542
372	0.6024131427
373	0.600932471
374	0.6000628738
375	0.5994444375
376	0.5984159501
377	0.5977544363
378	0.5973567487
379	0.5963314855
380	0.5952734583
381	0.5945345164
382	0.5940318356
383	0.592803886
384	0.5919857137
385	0.5907376813
386	0.5894240156
387	0.5884802493
388	0.5873832722
389	0.5867783155
390	0.5855922523
391	0.5844822804
392	0.5834850791
393	0.5823565013
394	0.5815936516
395	0.5807556767
396	0.5794853489
397	0.5784948924
398	0.5780542157
399	0.5766252921
400	0.575880718
401	0.575313005
402	0.5743583318
403	0.5739656491
404	0.5728240043
405	0.5713841532
406	0.5702868721
407	0.5695901865
408	0.5688318714
409	0.5673679861
410	0.5666448449
411	0.5655766035
412	0.5643543279
413	0.5637958964
414	0.562802732
415	0.5619650509
416	0.561556619
417	0.5607794646
418	0.5601956767
419	0.5593124294
420	0.5578351145
421	0.557025444
422	0.555948287
423	0.5548182582
424	0.554133867
425	0.55350658
426	0.5522065135
427	0.5515693521
428	0.5509602508
429	0.5503341492
430	0.5497435515
431	0.548886894
432	0.5481416813
433	0.5473179019
434	0.5464759004
435	0.5457785921
436	0.5450344281
437	0.5444034726
438	0.5435153763
439	0.5420439024
440	0.5415535506
441	0.5398340907
442	0.5393192123
443	0.5383607933
444	0.5378359196
445	0.5373361877
446	0.536353421
447	0.5356702793
448	0.5345115006
449	0.5340117903
450	0.5332787583
451	0.5325785898
452	0.5312816028
453	0.5303070187
454	0.529500409
