iter	MultiClass
0	0.6745870508
1	0.6567185048
2	0.6395271168
3	0.6229936219
4	0.607076546
5	0.5917165141
6	0.5769541483
7	0.5626565067
8	0.5488719592
9	0.535602098
10	0.522730685
11	0.5103438862
12	0.4983489562
13	0.4867351174
14	0.4755233997
15	0.4646264642
16	0.4540522622
17	0.443849699
18	0.4338895173
19	0.4242590459
20	0.4149403544
21	0.4059469251
22	0.3972150604
23	0.3887322048
24	0.3805190144
25	0.3724942919
26	0.3647012026
27	0.3571178357
28	0.3497629988
29	0.3425827875
30	0.335622207
31	0.3288522035
32	0.3221469277
33	0.3156703643
34	0.309427584
35	0.3032783685
36	0.2972733842
37	0.291549389
38	0.2858799516
39	0.2804664864
40	0.275042192
41	0.2697857823
42	0.2647831166
43	0.259840994
44	0.2540374683
45	0.2485827458
46	0.2431273913
47	0.2378192443
48	0.2326331845
49	0.2278210922
50	0.2229242739
51	0.2180800364
52	0.2134094596
53	0.2089042072
54	0.2044388462
55	0.2001400372
56	0.1958956899
57	0.1917690857
58	0.1878089391
59	0.183804078
60	0.1799227334
61	0.1762063731
62	0.1725517324
63	0.1690077146
64	0.1655210405
65	0.1621115809
66	0.1588300119
67	0.155624501
68	0.1524756715
69	0.1493913075
70	0.1464063849
71	0.1434797874
72	0.1405931393
73	0.1377510383
74	0.1350314838
75	0.132376198
76	0.1297069506
77	0.1271737466
78	0.124687954
79	0.1226594322
80	0.1202701291
81	0.1179283978
82	0.1155811557
83	0.1133648203
84	0.1111404029
85	0.1090104664
86	0.1069676434
87	0.104898247
88	0.1029190105
89	0.1009929324
90	0.09908756241
91	0.0971943902
92	0.09538695792
93	0.09361320959
94	0.0918247687
95	0.09013525827
96	0.08841002045
97	0.08670988033
98	0.0849884732
99	0.08338069102
100	0.08174878817
101	0.0802179643
102	0.07872783562
103	0.07719253061
104	0.07578280395
105	0.07441984116
106	0.07299807022
107	0.07161994338
108	0.07027069297
109	0.06917795356
110	0.06795510777
111	0.06665594193
112	0.065533155
113	0.06431202873
114	0.06314202216
115	0.06198519109
116	0.06104717051
117	0.05993048771
118	0.05878559233
119	0.05772068926
120	0.05673248301
121	0.05570928441
122	0.05469302833
123	0.05372150004
124	0.05279412012
125	0.05193733397
126	0.0509813283
127	0.05005681715
128	0.04916444087
129	0.04828598696
130	0.04742134347
131	0.0466086004
132	0.04577319882
133	0.04494423688
134	0.04418307682
135	0.04345298381
136	0.04269678852
137	0.04195153322
138	0.04117912013
139	0.04049212227
140	0.03978333123
141	0.03907272599
142	0.0383927386
143	0.03772139722
144	0.03703445865
145	0.03644653744
146	0.0358032629
147	0.03519788171
148	0.03461868924
149	0.03405612426
150	0.03350042659
151	0.0329022441
152	0.03234667901
153	0.03177690842
154	0.03124337063
155	0.03068280597
156	0.03016132187
157	0.02970577495
158	0.02925570008
159	0.02880277328
160	0.02838468704
161	0.02794307417
162	0.02752894202
163	0.02711596548
164	0.0266869189
165	0.02630214009
166	0.02588018681
167	0.02547431062
168	0.02505680057
169	0.02463235586
170	0.02425129142
171	0.02388464288
172	0.02355077158
173	0.02324771479
174	0.02289528732
175	0.02257478565
176	0.02224053648
177	0.02192776331
178	0.02167071392
179	0.02133623595
180	0.02105293743
181	0.02072771382
182	0.02042351388
183	0.02009030606
184	0.01977564983
185	0.01950367164
186	0.01920862063
187	0.01896024524
188	0.01867421588
189	0.01836931992
190	0.0180654337
191	0.01780941355
192	0.01759787072
193	0.01745076594
194	0.01723090733
195	0.01695750188
196	0.01670911708
197	0.0164551629
198	0.0163257359
199	0.01606969867
200	0.01586252269
201	0.01562660844
202	0.01545151993
203	0.01520185298
204	0.01496172272
205	0.0147629493
206	0.01454904719
207	0.01440440219
208	0.0142440537
209	0.01407826103
210	0.01389334747
211	0.01371264882
212	0.01356994029
213	0.01341638318
214	0.01322917672
215	0.01302658004
216	0.0128593788
217	0.01270876507
218	0.01256027035
219	0.01237189279
220	0.01221457213
221	0.01209201705
222	0.01193511062
223	0.01179343352
224	0.01163186467
225	0.0114772663
226	0.01140171091
227	0.01127605294
228	0.01120705161
229	0.0110927417
230	0.01093353054
231	0.0107754031
232	0.01069269089
233	0.01057500507
234	0.01044249124
235	0.01028746658
236	0.01020136308
237	0.01012277059
238	0.01000753636
239	0.009864362785
240	0.009735069338
241	0.009597818498
242	0.009484766783
243	0.009390853768
244	0.009285033558
245	0.009228819528
246	0.0091098783
247	0.008996312124
248	0.008905771567
249	0.00885288686
250	0.008791998187
251	0.008770338355
252	0.008670412701
253	0.008643081001
254	0.008595581168
255	0.008526281224
256	0.008425484278
257	0.008381259884
258	0.008261924485
259	0.008165299226
260	0.008114987502
261	0.00804888432
262	0.008025897166
263	0.008020394253
264	0.008000501883
265	0.007899076181
266	0.007847541616
267	0.00781528326
268	0.007792762758
269	0.007704594319
270	0.007670105548
271	0.007667786388
272	0.007663293485
273	0.00762327924
274	0.007620553527
275	0.007571287118
276	0.007566529992
277	0.007558859274
278	0.007524680994
279	0.007521114632
280	0.007431611468
281	0.007398620421
282	0.007339431549
283	0.007280614136
284	0.007214419029
285	0.007207172111
286	0.007172876339
287	0.007141229184
288	0.007107697224
289	0.00709272713
290	0.007088935596
291	0.007015965881
292	0.006948921788
293	0.006918539138
294	0.00686437866
295	0.006848334275
296	0.006787525885
297	0.006775747267
298	0.006709499162
299	0.006680920447
300	0.006676468745
301	0.006670371193
302	0.00661007363
303	0.006599136759
304	0.006540251284
305	0.006489870376
306	0.00647528036
307	0.006470583846
308	0.006465708383
309	0.006424055185
310	0.006408894898
311	0.006373522731
312	0.006363816929
313	0.006334438225
314	0.006325724315
315	0.006322044852
316	0.006283878401
317	0.006233696067
318	0.00620381171
319	0.006164349606
320	0.006140362911
321	0.006096745424
322	0.006095719812
323	0.006060061891
324	0.006013993907
325	0.006008820894
326	0.005988452264
327	0.005976220098
328	0.005966664594
329	0.005910726045
330	0.005852379971
331	0.005805921892
332	0.00574898462
333	0.0057439493
334	0.005711936543
335	0.005668779482
336	0.005649710897
337	0.005606640564
338	0.005570676992
339	0.005508869485
340	0.00550566286
341	0.005495687359
342	0.005474210367
343	0.005455436136
344	0.00543611283
345	0.005398914866
346	0.005378964309
347	0.005369594069
348	0.005364977168
349	0.005362958401
350	0.005343534951
351	0.005327126082
352	0.005292737706
353	0.005250148887
354	0.005248404187
355	0.005225291183
356	0.005222908722
357	0.005173152492
358	0.005161012409
359	0.005120793707
360	0.005118636356
361	0.005082613825
362	0.005031156918
363	0.005002958889
364	0.004986081285
365	0.004935078688
366	0.004924600236
367	0.004922381705
368	0.004914547588
369	0.004903378545
370	0.004874120438
371	0.004870412286
372	0.00486700539
373	0.004856534157
374	0.004843515403
375	0.004840402883
376	0.004835984198
377	0.004819590463
378	0.004803736201
379	0.004789138641
380	0.004776260888
381	0.004774233406
382	0.004745715576
383	0.004714464094
384	0.004681043174
385	0.004675798914
386	0.004660209845
387	0.004652580033
388	0.004634487799
389	0.004628644663
390	0.004625862699
391	0.004623819497
392	0.004614555434
393	0.00460017402
394	0.00459681778
395	0.004587909081
396	0.004570100986
397	0.004564761016
398	0.004522401491
399	0.0045108986
